Record Number,ORGANIZATION,CATEGORY,YEAR FOUNDED,COUNTY,LOCATION,MAILING ADDRESS_1,MAILING ADDRESS_2,MAILING ADDRESS_3,EMAIL,TELEPHONE,PHONE / EMAIL,PUBLIC HOURS,PROGRAMS,COLLECTIONS,WEB SITE,SOCIAL MEDIA SITE,LAST MODIFIED
467,Laurens County Historical Society,Historical Society,1967,Laurens,,311 Academy Ave.,P. O. Box 1461,"Dublin, GA   31040",,478-272-9242,,"Tu-F, 1-4:30 or by appointment.","Acquisition, preservation, and exhibition of artifacts and records pertaining to the history of Laurens County; preservation of historic buildings; field trips, folk arts, educational activities, newsletter, and publications.","Letters, papers, diaries, business, club, and genealogical records, maps, newspapers, tape recordings, and photographs; kitchen equipment, farm tools, and art objects.",http://organizations.nlamerica.com/historical/,,
468,LDS Family History Center,Society/Association,,Fulton,,500 Norcross Street,"Roswell, GA   30077",,,,770-594-1706  /  chch@bellsouth.net,T 10-9; W 10-6; Th 10-9; F 10-2; /S 9-1; /Sun 7-9p,"Supports genealogical research and offers resources for historical research at a variety of sites in Georgia including Roswell, Athens, Atlanta, Augusta, Dahlonega, Tucker, Newnan, and Sugar Hill and throughout the world.","Family histories, census records, genealogical reference tools, and records, Old Scottish parish registers, death records, and general reference works, worldwide records on microfilm/fiche, ancestry.com, geneaology.com",,,
469,"LeConte-Woodmanston Foundation, Inc.","Historic Site (Parks, etc.)",,Liberty,,P.O. Box 179,"Midway, GA   31320",,,,912-884-6500  /  info@leconte-woodmanston.org,10-3 Tues-Sun,,,http://www.leconte-woodmanston.org,,
470,Lee County Public Library,"Library (Public, Research, Special, etc.)",1961,Lee,,245 Walnut Avenue South,P. 0. Box 49,"Leesburg, GA   31763",,229-759-2369,,"M,W, F,S 9:00 - 6:00 PM; Tu - Th 9:00 AM - 8:00 PM",The library maintains a local history room .,"Books, microfilm, and CD-ROM disks in support of local history projects.",http://www.leecountylibrary.org,,
471,Lee-Stelzer Heritage Research Museum,Museum,1980,DeKalb,,"372 Sisson Avenue, N.E.","Atlanta, GA   30317",,,404-373-6327,,By appointment only.,"Educational activities,  Tallulah Humanitarian Group, Food Bank, Student-in-residence Program,  Scholarship Incentive Awards, and  Christmas programs.","International, interethnic Folk Art which includes furnishings and  pictures, also trunks, quilts, rugs, dishes, clothing, and textiles.",,,
472,Liberty County Historical Society,Historical Society,1965,Liberty,,P. O. Box 982,"Hinesville, GA   31310",,,912-368-6779,,n/a,Preservation of historic sites; placing of historical markers at historic sites not marked by the Georgia Department of Natural Resources; preservation of local records and genealogical information.,All materials are kept at the Midway Museum.,,,
473,Liberty County Library,"Library (Public, Research, Special, etc.)",,Liberty,,236 Memorial Drive,"Hinesville, GA   31313",,,,912-368-4003  /  tugglej@liveoakpl.org,M-Th 9-9; F-Sat 9-6; Sun 2-6,,,http://www.liveoakpl.org,,
474,Library Technology Center,,1995,Lumpkin,,North Georgia College and State University,82 Georgia Circle,"Dahlonega, GA   30597",,706-864-1522,,By appointment only.,Promotion of historical research.,"Collections of historic university records, university president John H. Owen, photographer G.D. Bruce and local historian Andrew W. Cain.",http://www.ngcsu.edu/Adminsrv/Library/index.htm,,
475,Lincoln County  Historical Society,"Library (Public, Research, Special, etc.)",1982,Lincoln,,147 Lumber Street,P. O. Box 869,"Lincolnton, GA   30817",,,757-831-9556  /  edwardsgw@nu-z.net,By appointment only.,"Acquisition and preservation of artifacts and records pertaining to the history of Lincoln County and Georgia; building preservation including a cotton gin(c.1840), grist mill, blacksmith shop, saw mill, 200 year old log cabin and doctor's office, guided tours, and educational activities. Open air pavillion for concerts and events. Pioneer Day is the Saturday before Thanksgiving and is a day of Living History, Southern Cooking and Family Entertainment. Email us for details.","Buildings, planters, architectural materials, furniture, handicrafts, tools, and clothing. For genealogy records contact the Lincoln County Library.",,,
476,Live Oak Public Libraries,"Library (Public, Research, Special, etc.)",1903,Chatham,,2002 Bull Street,"Savannah, GA   31401",,,912-652-3600,,Mon. 10 am - 7 pm; Tues. - Thurs.  10 am - 5 pm; Fri. - Sat. 10 am - 2 pm,Educational activities and publications; acquisition and preservation of historic records.,"City and county records, maps, photographs, and 18th, 19th, and 20th century Savannah newspapers.",http://www.liveoakpl.org/research/local-interest-and-genealogy-resources/,,
477,Live Oak Public Libraries - Carnegie Branch Library,"Library (Public, Research, Special, etc.)",1913,Chatham,,537 E. Henry St.,"Savannah, GA   31401",,,912-231-9921,,Mon. 10 am - 8 pm; Tues. - Fri. 10 am - 6 pm; Sat. - Sun. Closed,,African-American collection concentrating on the Harlem Renaissance.,http://www.liveoakpl.org,,
478,"Longstreet Society, Inc.","Library (Public, Research, Special, etc.), Museum, Historic Site (Parks, etc.), Society/Association",1994,Hall,,P.O. Box 191,"Gainesville, GA   30503",,,,770-539-9005  /  old_pete@bellsouth.net,"Tues. through Sat., 10 AM to 4 PM","The Longstreet Society is dedicated to the celebration and study of the life of Lieutenant General James Longstreet, his skill and valor as a soldier and as commander of the famous old Confederate First Corps, his fervent dedication to the restoration of the American Union, his love of his Southern homeland, his advocacy for the ideals of peace and understanding among all peoples and his belief in the brotherhood of man.  Currently, the Society's primary focus is the operation and maintenance of General Longstreet's old Piedmont Hotel at 827 Maple Street in Gainesville, Ga.  Each spring we gather for the annual Bivouac at the Piedmont.  This is a BBQ with live music, games and tours of the old hotel.  A few brave souls stay overnight for our annual ghost watch.  The Society also presents a very popular autumn reunion and seminar at a different civil war battlefield each year.  These events are conducted by nationally known historians and are considered a must do celebration by serious",One floor of the Piedmont Hotel furnished with antique furniture of the hotel's day.  Portraits and paintings of the General and other subjects of his time.  Copies of many of the General's career documents,http://www.longstreet.org,,
479,LostWorlds.org,Other,,Camden,,582 Daniels RD,"Waverly, GA   31565",,,,,None,"Exibition and interpretation of precolumbian Native American civilizations throughout the southeast including Georgia. The website features articles, videos, virtual tours, 3D computer reconstructions and photo galleries of the major Indian archaeological sites throughout Georgia including Sapelo Shell Rings, Rock Eagle, Fort Mountain, Kolomoki Mounds, Ocmulgee Mounds, & Etowah Mounds.","Each archaeological site features photo gallery of artifacts, interpretative documentary video, quicktime vr virtual tour, and 3D computer reconstructions.",http://www.LostWorlds.org,,
480,Lower Altamaha Historical Society,Historical Society,1979,McIntosh,,P. O. Box 1405,"Darien, GA   31305",,,912-265-6729,,None,"Lectures, films, slide shows, historic preservation, educational activities, newsletter, field trips, and publications related to the history of McIntosh County, the lower Altamaha River basin, Sapelo Island, and Fort King George.",,http://www.loweraltamahahistoricalsociety.org,,
481,Lower Muskogee Creek Tribe,Society/Association,,Grady,,Tama Tribal Town,107 Long Pine Drive,"Whigham, GA   31797",,229-762-3165,,"M-F, 9-5.",Provision of tribal government for the organization.,,,,
482,Lowndes County Historical Society and Museum,"Historical Society, Museum",1967,Lowndes,,305 W. Central Avenue,P. O. Box 56,"Valdosta, GA   31601",,,229-247-4780  /  history@valdostamuseum.org,"M-F, 10-5; Sat, 10-2.","Acquisition and preservation of records and artifacts pertaining to the history of Lowndes County and Valdosta; exhibits, lectures, slide shows, guided tours, Schoolgroups, meetings, historic preservation, and newsletter.","Letters, papers, diaries, city, county, business, and club records, oral histories, yearbooks, maps, and photographs; naval stores equipment, farm implements, furniture, household textiles and accessories, uniforms, clothing, glass, metalwork, Native American objects, clothing, and other artifacts",http://www.valdostamuseum.org,,
483,Lucy Craft Laney Museum of Black History,"Museum, Historic Site (Parks, etc.)",1991,Richmond,,1116 Phillips Street,"Augusta, GA   30901",,,,706-724-3576  /  cbetts@lucycraftlaneymuseum.com,Tues - Fri 9-5; Mon 10-4; Sun by request,"Art and history exhibitions and lectures, senior luncheons, Annual Lucy Craft Laney Anniversary and Heritage Gala, Annual Historic Preservation Conference; Children's art and history classes, storytelling, Annual Children's Festival, Black History Bowl, and Black History Essay Contest.","The Lucy Craft Laney Story Collection, The Lamar Nursing School Collection, The Pilgrim Health and Life Insurance Co. Collection, The charles Smith Collection, The Alice Davis Collection.",http://www.lucycraftlaneymuseum.com,,
484,"Lumpkin County Historical Society, Inc.",Historical Society,1989,Lumpkin,,PO. Box 894,"Dahlonega, GA   30533",,,706-864-0743,,None,"Promotes the study of local, family, and oral history; sponsors guest speakers, field trips, and special programs; sponsors an annual award program to recognize citizens or organizations for their accomplishments in preserving Lumpkin County heritage.  Operates 1884 jail museum on festival weekends.",,,,
485,Lumpkin County Library,"Library (Public, Research, Special, etc.)",1917,Lumpkin,,342 Courthouse Hill,"Dahlonega, GA   30533",,,,706-864-3668  /  lumpkin@chestateelibrary.org,"M-W, 10 am-5:30pm; Th, 11 am-7pm; Fri-Sat: 10 am-3:30p",Acquisition of historical/genealogical records pertaining to Lumpkin County.  Provision of information and resources to patrons and other organizations.,"Letters, papers, architectural, church, and genealogical records, maps, photographs, tax records (1883-1893), newspapers, voter registration lists and election results (1853-1920) for Lumpkin County, Georgia.",http://www.chestateelibrary.org,,
486,Mable House Arts Center and Historic House,"Government Agency (Federal, State, Local), Historic Site (Parks, etc.)",,Cobb,,5239 Floyd Road,"Mableton, GA   30126",,,770-819-3285,,"By appointment only, please call to arrange tours.","The Mable House is on the National Register of Historic Place. As per the famil will, the house and remaining 16 acres of the 400+ acre plantaion belongs to the the Mable desendants. The facility is under lease to the Cobb County Board of Commissioners and is operated as part of the Cobb Parks, Recreation and Cultural Affairs Department. The surronding grounds come alive witg a community event and activites for the whole family in October for the annual Storytelling Festival. Tours are conducted by docents and School tours are available upon request. Viewing of the house can be arranged in advance. call 770-819-3285  Programs: susa.cromer@cobbcounty.org","The historic Mable House contains some items that belonged to the Mable family and other antiques that are on loan. Dated back to the early 1800's. there are several out buildings and a family cemetary that contains mable family members and slaves who chose to remain after the Civil War. The family tree, family Bible,is on display in the house.",http://www.mablehouse.org/,,
